"","x"
"1",-0.0125150935852556
"2",-0.0626877219464284
"3",-0.0704491906320689
"4",-0.0499783185493147
"5",0.0163127642912353
"6",0.0991979182921624
"7",NA
"8",0.19818818879773
"9",0.0723530653362813
"10",0.0890001372429968
"11",0.0151297656131747
"12",-0.126143141274539
"13",0.0374331245255067
"14",0.0505457947590341
"15",-0.178357125197285
"16",0.0457903951498327
"17",-0.0719234360402848
"18",0.0323491632577737
"19",0.0878664304364894
"20",-0.0390891178897903
"21",-0.00300027602053482
"22",NA
"23",-0.158730502222942
"24",0.137616284941365
"25",-0.0294002116667958
"26",-0.00734214920702672
"27",0.143680474191466
"28",-0.0599644883745884
"29",-0.032906147045277
"30",-0.113697569768265
"31",-0.0330591981867946
"32",0.0577985191442417
"33",-0.0368983213481074
"34",0.0601824972860094
"35",-0.149966905616612
"36",-0.013890785866418
"37",-0.0749777030174227
"38",0.1110143000338
"39",-0.0480769911072009
"40",-0.00901698683848736
"41",0.166088737876674
"42",-0.0774501432952532
"43",-0.0533374213187361
"44",-0.119458667899727
"45",-0.00465347414343921
"46",-0.0228636981342674
"47",0.0634196582797035
"48",-0.234113675030676
"49",-0.0940967658889405
"50",0.0916080816970221
"51",-0.0282732387680846
"52",0.0352314436290561
"53",NA
"54",-0.00289084133071465
"55",-0.0687892756882747
"56",-0.0447509634182107
"57",-0.0124032813755793
"58",-0.0354917145150331
"59",0.0736281522680552
"60",0.00679066113198784
"61",0.0131435716949946
"62",NA
"63",-0.0103522121838575
"64",-0.154742018277396
"65",-0.0669017425844111
"66",0.103466051893096
"67",-0.110174523057694
"68",-0.0706520243333019
"69",-0.00832461298988322
"70",-0.113061298778928
"71",-0.162642641841995
"72",-0.0768538415977227
"73",-0.12565033065752
"74",-0.00623543037476393
"75",0.00954703483135977
"76",0.115878270529149
"77",0.173307052250205
"78",0.0875587045698985
"79",0.0577163970594392
"80",0.185233928759622
"81",-0.0197383338999479
"82",-0.114747410317938
"83",-0.0763074588301273
"84",0.00421040918687349
"85",-0.0108393397664752
"86",-0.128070080369291
"87",0.197560768338856
"88",0.014014348843018
"89",-0.137371015165158
"90",0.0112645768103777
"91",0.073325573767792
"92",NA
"93",-0.0931923800980582
"94",0.000809505851395025
"95",0.163635509485082
"96",-0.059195617784476
"97",-0.0442469813935438
"98",-0.0269255922590354
"99",-0.210355684428379
"100",0.0113142318134627
"101",-0.0867569711273412
"102",-0.0672954359077194
"103",0.14160866116212
"104",0.00199118997585749
"105",0.012434131576872
"106",-0.0624071490429932
"107",-0.0517939704169147
"108",-0.129499174563752
"109",-0.00704345249719042
"110",0.0795584019221204
"111",0.052293625891038
"112",0.0329797755564047
"113",-0.112027692119603
"114",-0.0874766687447072
"115",-0.0105526194432898
"116",0.00182706067519568
"117",-0.0475363073530679
"118",0.102006333675304
"119",0.0876791044853793
"120",0.166299861334362
"121",0.117399373310597
"122",0.0514077772086704
"123",-0.128267785518756
"124",-0.0581360181142559
"125",0.165723541073972
"126",-0.115917102364494
"127",-0.0312471317105735
"128",NA
"129",0.0279325544324355
"130",-0.11153893937116
"131",-0.0453292731743469
"132",-0.0405058782970623
"133",-0.0884824414521557
"134",-0.0139417562269116
"135",-0.0731913090414827
"136",0.0395612091770569
"137",0.17541473141879
"138",-0.0299359009476904
"139",-0.0571349037224744
"140",0.0285033239092023
"141",-0.155546093230697
"142",-0.131530979044151
"143",0.172420130467526
"144",-0.125350891760682
"145",-0.0658328288910737
"146",NA
"147",-0.186391518375931
"148",0.0826407875788974
"149",0.01699920287241
"150",-0.0691289758436273
"151",-0.0640501729613185
"152",0.114012442476499
"153",-0.00355304385113956
"154",0.106942709129658
"155",0.0167252080997847
"156",-0.0452562884950689
"157",-0.0480811651120305
"158",-0.0228810144081617
"159",-0.00821825436020601
"160",-0.157342249233225
"161",-0.0115101475177534
"162",0.193255035799371
"163",0.0763710134320798
"164",0.0609872356791563
"165",0.0232871318115583
"166",NA
"167",-0.0955043837167979
"168",-0.0973552766482663
"169",0.0121000340088256
"170",-0.0088932785272644
"171",-0.172363452731402
"172",-0.0623654671761169
"173",-0.0413837172297107
"174",0.104991181392919
"175",0.0349119879406615
"176",-0.0192582076729129
"177",0.17640607001289
"178",0.084751135210901
"179",0.141341003302446
"180",NA
"181",-0.134276989298836
"182",0.185992113903275
"183",-0.0705464118235217
"184",0.0132451602005646
"185",-0.134895573241883
"186",-0.00453534861613167
"187",-0.05611148658034
"188",-0.0411946733490887
"189",-0.0306681088608252
"190",-0.218111063365526
"191",0.0534989284282183
"192",-0.023680234151995
"193",0.122240675993001
"194",-0.0395022140902053
"195",-0.0756930004971558
"196",0.0416797205075293
"197",0.0333009171139779
"198",-0.0862279084384725
"199",-0.0386363343423587
"200",-0.0374355173500127
"201",NA
"202",0.000838888376968801
"203",0.0770611912784553
"204",-0.0270574420529602
"205",-0.14879243051148
"206",-0.0613703992486949
"207",0.0888624481708692
"208",-0.139414395733616
"209",-0.0436315228042049
"210",-0.0890616418093934
"211",NA
"212",-0.198205211077384
"213",0.138808149500929
"214",-0.159144906300453
"215",0.0416558707612037
"216",-0.00613925198531263
"217",0.0126621448661389
"218",-0.272446085928006
"219",0.0615263322751264
"220",NA
"221",-0.0767298041321842
"222",0.109852561078669
"223",-0.111503030163371
"224",NA
"225",-0.091107255668119
"226",0.099556736930768
"227",NA
"228",-0.141329199061564
"229",-0.100889695910204
"230",0.0689446110060755
"231",0.0503870171988043
"232",NA
"233",-0.172432821375233
"234",NA
"235",-0.141536009577333
"236",-0.089367654685897
"237",-0.0255854854712418
"238",0.143612016599275
"239",-0.0748673092621264
