"","x"
"446",4.24341689956254e-15
"447",5.68660994031006e-12
"448",5.71890499315182e-16
"449",2.62807461231656e-16
"450",2.84356475050794e-14
"451",2.74849983232964e-18
"452",3.54128354073059e-12
"453",3.52373592044208e-15
"454",9.82470574521891e-15
"455",2.43480131372282e-13
"456",1.27037566499273e-11
"457",8.46323884647974e-18
"458",1.28474684661752e-14
"459",4.53385588935269e-17
"460",6.52093719682609e-18
"461",3.17118328692273e-14
"462",1.60264607021038e-16
"463",5.96134505695335e-17
"464",7.24486043312946e-12
"465",1.72032030524779e-10
"466",7.04800816784913e-16
"467",4.58565839766158e-17
"468",1.0803156161985e-11
"469",3.07960120680109e-14
"470",2.5250377742836e-14
"471",6.64962116167445e-13
"472",9.79374637340957e-16
"473",3.31772996616715e-14
"474",2.97367784151576e-13
"475",2.63275338835164e-15
"476",4.39913921671133e-16
"477",1.68767225341443e-14
"478",1.53203773150931e-11
"479",2.09927155532575e-13
"480",4.56179140944581e-15
"481",4.57192342430257e-14
"482",3.19995999705684e-10
"483",5.11362393249018e-14
"484",7.42271770952284e-15
"485",1.84954255694693e-16
"486",1.12614900524981e-13
"487",3.53927818509104e-18
"488",1.43792749546744e-18
"489",1.45941424357596e-12
"490",9.55297228317777e-15
"491",1.59429429876062e-12
"492",2.42338356431959e-13
"493",7.18062548067775e-11
"494",3.69711512228902e-11
"495",5.48601082369481e-16
"496",3.66484690210993e-10
"497",2.19380496333515e-13
"498",2.88698085393285e-11
"499",3.93673323368288e-14
"500",NA
"501",1.16563796064342e-12
"502",2.26648755830452e-09
"503",2.95222591028134e-15
"504",1.77997973119641e-18
"505",2.68594513614496e-13
"506",4.72774910611362e-16
"507",5.57450398653458e-19
"508",2.64788041462851e-10
"509",1.77555659599616e-11
"510",2.04621909418106e-21
"511",3.21352281010575e-15
"512",3.36467473819184e-11
"513",9.2184662261951e-11
"514",7.65040474776893e-13
"515",2.4614185163077e-15
"516",1.86106803562196e-10
"517",2.56886250045736e-14
"518",4.06212662807954e-12
"519",4.3964363126264e-18
"520",1.3870335501579e-16
"521",4.91864793619634e-13
"522",1.01929950436751e-12
"523",1.66622674362014e-13
"524",1.10349615380467e-15
"525",1.91685553711232e-13
"526",4.12764281893226e-10
"527",5.4023557101991e-13
"528",NA
"529",9.08294738702755e-14
"530",4.69916943356084e-16
"531",6.42435160751871e-12
"532",5.51882264525235e-14
"533",NA
"534",1.11117235386593e-14
"535",2.30390264720633e-14
"536",7.34480345077334e-16
"537",1.19056836916128e-10
"538",8.409609185476e-10
"539",5.28496815985916e-12
"540",1.75385320041595e-15
"541",3.27847422358692e-14
"542",9.14022651132507e-15
"543",2.32424098680513e-12
"544",9.35709344320518e-13
"545",1.27180885551677e-14
"546",2.58584511190253e-09
"547",9.48160728464921e-15
"548",6.56034103183683e-20
"549",7.60040324900324e-13
"550",6.21577015578888e-12
"551",3.94683396905359e-12
"552",8.51338020193477e-14
"553",2.39395936858927e-18
"554",5.28471947427078e-19
"555",4.57796596421592e-16
"556",6.76046118528726e-14
"557",5.60381286705067e-14
"558",NA
"559",1.01116178339921e-13
"560",5.02281127847797e-14
"561",4.5332108589253e-13
"562",7.07737064668789e-14
"563",6.48459700790122e-13
"564",2.19083268971232e-10
"565",1.30309633887254e-14
"566",1.39046994272653e-13
"567",4.04033536012327e-14
"568",5.57042167951835e-12
"569",7.54459189141036e-15
"570",1.14593475326752e-17
"571",6.3224349327258e-13
"572",1.32712142972858e-16
"573",7.34151859812713e-12
"574",8.08629495417532e-18
"575",2.28358001712823e-14
"576",1.07141810207954e-12
"577",6.88745292057694e-13
"578",2.58183420992335e-13
"579",4.48518369379775e-15
"580",2.11516695220454e-14
"581",1.24560917582386e-13
"582",7.93033736440408e-17
"583",1.62297547092143e-11
"584",7.7626109534647e-16
"585",NA
"586",1.80963762523322e-14
"587",2.28321662111327e-12
"588",5.46395294447226e-18
"589",2.98915878252959e-13
"590",1.05055869734229e-13
"591",5.26257166097189e-11
"592",9.62098334421778e-19
"593",2.21140830322656e-14
"594",1.08051389752635e-12
"595",4.85829668068942e-15
"596",1.06362131237794e-12
"597",3.86569075950513e-10
"598",1.15478902274776e-15
"599",2.54302681427674e-15
"600",8.88811934743096e-13
"601",1.77789743480002e-18
"602",1.92473138700869e-14
"603",1.02480063508503e-15
"604",1.54536664276646e-13
"605",3.92224577752188e-15
"606",1.82746450402721e-18
"607",1.08529558638796e-12
"608",1.34710694853145e-14
"609",8.72265818760968e-15
"610",1.06638430265296e-12
"611",2.13840429710151e-11
"612",2.91894056807493e-14
"613",9.24333987812002e-15
"614",7.12045715908531e-10
"615",2.15168304417865e-17
"616",4.66159725570519e-10
"617",1.41279587176487e-16
"618",3.5811594846741e-17
"619",2.81638961724133e-12
"620",1.12671085401204e-14
"621",4.50074863721233e-17
"622",9.25642530582320e-11
"623",7.309532049571e-18
"624",3.0244556110304e-17
"625",9.39427992121704e-15
"626",4.10785617986683e-12
"627",2.40084718910148e-12
"628",1.31440994962257e-16
"629",6.61370480991281e-12
"630",5.73708888678092e-14
"631",4.69274915163091e-15
"632",5.61612248950176e-10
"633",1.27677860541157e-14
"634",6.69264768648079e-15
"635",3.48872760891713e-10
"636",9.26773264019006e-16
"637",3.15725212211583e-12
"638",1.75742142663071e-14
"639",4.70829730795016e-15
"640",1.02128204344163e-13
"641",8.71978736321614e-12
"642",9.63477019708746e-10
"643",9.96808447415331e-15
"644",1.41779992047727e-13
"645",2.58080235314999e-11
"646",3.62089381232993e-15
"647",1.1016826186757e-18
"648",6.13069482111693e-15
"649",2.56764086822186e-12
"650",3.42364204329539e-17
"651",2.05295879048641e-10
"652",1.41069105754962e-15
"653",6.17502375075638e-14
"654",2.42943951094117e-10
"655",2.42151100753605e-09
"656",9.43749637422704e-13
"657",3.79690839019798e-14
"658",3.39262184548477e-14
"659",7.48775277469549e-15
"660",8.29279978507527e-13
"661",5.92463974183204e-12
"662",8.55762898920058e-13
"663",8.93334218023915e-16
"664",1.49611865298463e-12
"665",1.20804364190833e-13
"666",2.33828681515912e-11
"667",1.82005050410482e-12
"668",9.8539195765381e-12
"669",3.0144583801341e-15
"670",8.84003819990297e-20
"671",1.80255806857835e-16
"672",2.06454750072142e-14
"673",9.50110360199984e-15
"674",2.19597765778716e-13
"675",2.21510557458898e-13
"676",6.4541701401745e-15
"677",5.16114763193768e-13
"678",3.8282819306567e-17
"679",1.04950675173646e-15
"680",1.11650211147604e-14
"681",1.04598936311642e-16
"682",2.06960500121847e-20
"683",8.6229806081297e-10
"684",1.55450153145885e-12
"685",9.19017438289615e-15
"686",1.11305082730016e-13
"687",2.59862982403368e-17
"688",6.72247006961504e-15
"689",2.79904434956014e-13
"690",5.69883440737451e-14
"691",1.03177006783105e-13
"692",2.81935670403624e-11
"693",1.50570531370313e-14
"694",3.66792677764594e-14
"695",4.36191534092965e-11
"696",4.32677518567707e-11
"697",1.00520265166754e-15
"698",1.04166920888852e-13
"699",2.34001995771612e-10
"700",1.26703353009781e-08
"701",1.47622946387667e-16
"702",3.01445073487692e-13
"703",9.29606984648966e-13
"704",1.07854357954575e-13
"705",2.41678024705621e-14
"706",1.65199279055014e-11
"707",1.85845697962287e-19
"708",1.87423191210984e-12
"709",1.78684991360212e-15
"710",1.13631897341302e-15
"711",3.48662364380121e-12
"712",3.68285231544084e-18
"713",1.82909874073048e-10
"714",5.39366143479061e-16
"715",4.37543845637719e-14
"716",1.62708492481174e-14
"717",3.14283736263164e-14
"718",3.75939632670165e-12
"719",1.86360386134739e-16
"720",1.11926983138522e-14
"721",2.16315776122296e-15
"722",1.39796853562901e-10
"723",1.90926806342327e-18
"724",3.68137300399514e-14
"725",1.17243948043265e-14
"726",7.75836912030291e-18
"727",3.66257342945194e-13
"728",5.60356289957496e-12
"729",1.51785900471322e-11
"730",1.11317511881984e-12
"731",1.33847465800992e-11
"732",2.78783708260825e-12
"733",1.77494757782699e-15
"734",1.9188577480513e-15
"735",7.78198994825584e-16
"736",2.42677383410937e-13
"737",4.3042399993389e-13
"738",6.17477231373128e-11
"739",6.04286884518654e-13
"740",1.13877325515165e-10
"741",1.04324052341529e-14
"742",6.56699974092153e-10
"743",4.02557543027443e-11
"744",2.22775162603613e-11
"745",3.97983457271459e-15
"746",6.14917274630384e-15
"747",3.79714297352147e-15
"748",4.45055547134472e-17
"749",5.85569711807708e-14
"750",3.15402055610098e-12
"751",5.32767643875623e-15
"752",1.06024610216883e-15
"753",1.10274909084987e-11
"754",8.18733422222408e-11
"755",1.19923801672914e-10
"756",2.69514318639345e-15
"757",1.97843824961228e-19
"758",3.19261702129001e-14
"759",1.18649709910359e-10
"760",7.13909539077774e-18
"761",4.33940822707488e-10
"762",1.40270710706421e-14
"763",6.70983586382368e-14
"764",8.52338773151471e-11
"765",8.37413798580856e-14
"766",1.90790431835614e-17
"767",5.77776988639174e-15
"768",1.27128861092794e-14
"769",5.24642071830486e-19
"770",2.68543843390318e-14
"771",3.43781611851743e-14
"772",6.69210199931015e-15
"773",2.19795141729659e-10
"774",2.56339669616654e-13
"775",2.66833794752748e-13
"776",1.08622051885553e-13
"777",9.6896427240204e-13
"778",5.44413084978406e-12
"779",1.12589115864018e-17
"780",1.18395430736576e-17
"781",7.44677147489889e-14
"782",1.09000255605862e-10
"783",2.00225191032792e-15
"784",2.96274643079157e-16
"785",1.93227090409538e-12
"786",3.39147829797026e-15
"787",9.65514177121227e-16
"788",1.29004371289567e-13
"789",1.7188860904475e-17
"790",2.89220326833812e-17
"791",4.23216482306544e-15
"792",3.56954007584911e-15
"793",2.05984813350812e-16
"794",1.86716684041107e-12
"795",1.00046267812519e-11
"796",1.37521857054194e-21
"797",2.22193944287526e-12
"798",2.20207660369054e-12
"799",9.70220042130003e-12
"800",8.31359757546106e-14
"801",1.79227239711748e-11
"802",1.71489026526558e-13
"803",2.31166896250656e-17
"804",6.78090707259493e-13
"805",1.79949777963169e-12
"806",3.31597310841518e-15
"807",3.96358117338896e-16
"808",3.37552024474109e-15
"809",1.6944520934424e-11
"810",6.39975644135067e-10
"811",4.38248924593041e-12
"812",3.52427419213398e-13
"813",7.30074804943504e-15
"814",5.65517131437215e-10
"815",3.48326249013465e-13
"816",2.23078294700371e-17
"817",2.57972271704645e-15
"818",4.9756852425277e-15
"819",1.57129453279414e-11
"820",1.94587284112125e-14
"821",3.16678342286186e-15
"822",3.09689322129061e-15
"823",4.23578867684348e-17
"824",1.53192047259044e-17
"825",3.36714533898657e-14
"826",3.38792279793585e-12
"827",4.16773968092633e-16
"828",1.3071720501915e-12
"829",1.47267530854743e-11
"830",1.4412053332014e-10
"831",1.28822390901415e-15
"832",1.96343467686817e-12
"833",6.83155846937257e-17
"834",8.87337370973432e-11
"835",6.09017544918537e-18
"836",3.42028138701231e-12
"837",1.53406409894563e-11
"838",1.29986257110404e-15
"839",7.56239684727955e-12
"840",1.85431461368539e-15
"841",7.02658053244136e-14
"842",3.42034905988351e-13
"843",1.26639562352126e-15
"844",1.88367593099379e-16
"845",2.29843556964151e-15
"846",2.23454773175229e-10
"847",2.45719284466991e-11
"848",6.29174846718033e-12
"849",9.57010986753717e-13
"850",6.23909947250961e-14
"851",2.07714148190616e-14
"852",8.3128018292098e-13
"853",3.58297840100498e-12
"854",4.3666255665281e-15
"855",1.27516892777186e-17
"856",2.06281677413731e-14
"857",2.03177440422161e-15
"858",1.80220816101071e-12
"859",3.04766946907397e-17
"860",6.20531740686632e-13
"861",3.66333030100451e-16
"862",NA
"863",4.25720336670545e-18
"864",8.27965794474658e-14
"865",1.44025711452082e-15
"866",9.18009026949649e-13
"867",1.24096739441209e-16
"868",3.15037538420812e-14
"869",6.75510321942227e-13
"870",2.61566807200106e-12
"871",1.32488037505496e-18
"872",1.90275653292264e-09
"873",2.25504031718367e-11
"874",8.36907881222211e-16
"875",5.14537056411217e-14
"876",3.17827736629893e-14
"877",7.29411059117747e-16
"878",5.28994210948171e-12
"879",1.23077543988312e-10
"880",1.69024364226916e-10
"881",1.43282364963437e-13
"882",7.65089925490867e-14
"883",6.05946783720373e-15
"884",3.86539581327056e-17
"885",1.8448731020283e-11
"886",4.48178903471189e-13
"887",1.62206656006849e-16
"888",5.58135589033511e-13
"889",2.07970456613009e-12
"890",2.0919166926494e-11
"891",4.74924379821749e-22
"892",5.15390671580418e-13
"893",5.72360682078913e-11
"894",6.10608888706237e-09
"895",3.4284410895603e-12
"896",8.04750272891687e-12
"897",6.00818924530885e-14
"898",8.4871004211222e-14
"899",2.73360777668356e-11
"900",2.77981715399077e-15
"901",4.54712613295078e-14
"902",5.06075552859196e-16
"903",1.3799946327115e-13
"904",6.18704407465399e-15
"905",5.00085640078768e-18
"906",1.05280104998615e-17
"907",2.22195964397687e-13
"908",4.87022463264318e-16
"909",5.88817940690136e-12
"910",3.35851180905489e-12
"911",5.21056165472883e-14
"912",9.68494083196346e-14
"913",3.13382578444453e-14
"914",4.29472983538622e-12
"915",6.89300637551186e-10
"916",1.39698956135276e-13
"917",2.03633943121689e-12
"918",6.29675442510551e-12
"919",4.55597606052064e-15
"920",3.81439011982581e-14
"921",2.77643509221858e-13
"922",1.94977341644009e-15
"923",4.8009193014817e-13
"924",6.6835537587238e-09
"925",NA
"926",9.10288359732327e-12
"927",7.14016317600565e-15
"928",1.60114330248986e-11
"929",7.81130387361753e-21
"930",2.50917417316099e-13
"931",1.2610998291503e-13
"932",7.10329005250469e-16
"933",1.89236500692472e-11
"934",7.31150702958954e-17
"935",3.69754913493585e-16
"936",1.74990481423707e-12
"937",1.85004769407422e-20
"938",4.50218149008484e-17
"939",8.64067674400312e-11
"940",1.88414834299182e-11
"941",5.26679269494607e-16
"942",NA
"943",1.45251904847517e-12
"944",1.91007993490495e-12
"945",3.60615141351459e-10
"946",5.1832813346799e-13
"947",2.85334307214896e-18
"948",4.9082459273192e-14
"949",4.13157917299541e-16
"950",1.35735858297517e-11
"951",1.83770063605987e-12
"952",2.76892727098455e-12
"953",5.33567486871364e-13
"954",2.96130669943099e-18
"955",8.91299713379905e-14
"956",4.1393329240988e-16
"957",9.14737392642971e-17
"958",1.51097659015782e-11
"959",3.91683573821224e-15
"960",3.2332826942418e-10
"961",3.49700998986755e-14
"962",2.04160007073805e-17
"963",9.29965400284912e-12
"964",1.30401137202863e-17
"965",5.99206799303384e-10
"966",1.40238569091819e-10
"967",2.96369519934406e-10
"968",3.55053132098072e-11
"969",3.76952906878289e-13
"970",7.6784436535849e-13
"971",4.57326094560823e-14
"972",6.27872036503001e-18
"973",1.13198394056679e-16
"974",1.25472123908822e-17
"975",8.38522543194471e-11
"976",1.06105267463145e-15
"977",5.24612069789781e-13
"978",1.18594714222514e-13
"979",5.47603154446992e-14
"980",8.95019843550654e-15
"981",NA
"982",8.02130301928145e-14
"983",1.91370022688462e-16
"984",2.76642216863116e-16
"985",9.09917371268921e-13
"986",8.56477911681323e-10
"987",1.1955304890756e-12
"988",2.70583220114968e-16
"989",2.33422159796717e-10
"990",3.77226035184173e-12
"991",9.33504317649076e-13
"992",7.11560240911164e-17
"993",4.87592916412499e-17
"994",7.74164078665833e-13
"995",2.65946215605238e-14
"996",9.85214473672877e-16
"997",5.87971786485069e-17
"998",1.51881906517517e-14
"999",1.35995794133475e-15
"1000",7.42540182985317e-16
"1001",1.83649965479954e-15
"1002",3.52508679764946e-11
"1003",1.54925506891188e-11
"1004",1.21537196641278e-15
"1005",6.56740012040429e-17
"1006",9.1977517143471e-13
"1007",3.93587879276455e-18
"1008",2.07346270562585e-16
"1009",3.49068257104601e-13
