"","x"
"1",0.636880476882764
"2",0.514125013285336
"3",0.599411672832431
"4",0.518351799724666
"5",0.534915535935751
"6",0.494790817078162
"7",0.555479639640057
"8",0.67126901954738
"9",0.454822916919165
"10",0.616615850322466
"11",0.592124810032039
"12",0.608464987440739
"13",0.678345628621333
"14",0.631020597305447
"15",0.553383854176658
"16",0.503001847745972
"17",0.582794502603351
"18",0.667121530022896
"19",0.578397765001485
"20",0.623163214835139
"21",0.550005726675791
"22",0.560029276475279
"23",0.698513693697434
"24",0.579300217224454
"25",0.576868382656852
"26",0.616317193912092
"27",0.59885989537004
"28",0.63967142410186
"29",0.582073445776147
"30",0.67172146347759
"31",0.50037779875785
"32",0.607617743480735
"33",0.5130788809158
"34",0.560443806496007
"35",0.537134068908897
"36",0.52580409862666
"37",0.515864759044718
"38",0.567693884535189
"39",0.573317051526065
"40",0.66329353691391
"41",0.535338552004015
"42",0.608623491463028
"43",0.609246363863382
"44",0.576108933640267
"45",0.609697207362698
"46",0.616670513529053
"47",0.627560849096022
"48",NA
"49",0.60335963715267
"50",0.686015450140515
"51",0.611694701521391
"52",0.627815123153674
"53",0.585778231758469
"54",0.58989136462397
"55",0.550603495221002
"56",0.564154449118556
"57",0.560631657484899
"58",0.520695938738546
"59",0.534322260319807
"60",0.644919962019462
"61",0.566764950254958
"62",0.580288116208549
"63",0.612772054775765
"64",0.572724224501675
"65",0.635891272502345
"66",0.541634717193262
"67",0.636670754354907
"68",0.55640960106024
"69",0.656355544748339
"70",0.649359754675478
"71",0.568679306937872
"72",0.551852398725326
"73",0.617627352257282
"74",0.578502157426251
"75",0.68523529992625
"76",0.545623992269702
"77",0.686105060004685
"78",0.504800813633489
"79",0.546863690436297
"80",0.693908482426995
"81",0.621170674746004
"82",0.64827853243917
"83",0.576576158966122
"84",0.597778374394836
"85",0.606015318672326
"86",0.554942183100032
"87",0.569751958109474
"88",0.553857977539741
"89",0.597395403747222
"90",0.643885673005529
"91",0.651339994062479
"92",0.486008809803783
"93",NA
"94",0.612570221906507
"95",0.631150279805996
"96",0.596610324855742
"97",0.596084880406612
"98",0.592971303361621
"99",0.479234180858422
"100",0.574758393965796
"101",0.572949755847318
"102",0.612725924570351
"103",0.489609072673777
"104",0.58034807948528
"105",0.629773556225167
"106",0.481515757287136
"107",0.562682083194671
"108",0.61778308326706
"109",0.550757448526705
"110",0.654682488034528
"111",0.608949483021928
"112",0.627234966859422
"113",0.68152289990874
"114",0.475352328245104
"115",0.628061829243166
"116",0.422094822121915
"117",0.709351076269847
"118",0.63702564226651
"119",0.58279931045182
"120",0.611599117264727
"121",0.564524588188401
"122",0.608463832211513
"123",0.540370220174196
"124",0.558133855134496
"125",0.570145789101301
"126",0.624304744151017
"127",0.537018497413779
"128",0.533052468602183
"129",0.663464541099362
"130",0.580100409390492
"131",0.652844102589054
"132",0.479867425039847
"133",0.497620870594799
"134",0.64409869363137
"135",0.586353102202378
"136",0.540788559005333
"137",0.584264940094019
"138",0.68099181103598
"139",0.60037108314068
"140",0.638378097696987
"141",0.625051440433711
"142",0.525799043861755
"143",0.551494645008055
"144",0.555192656115874
"145",0.609502992929253
"146",0.605282247172744
"147",0.634561948628135
"148",0.638386191409467
"149",0.617264446001281
"150",0.627134742512733
"151",0.561078532057565
"152",0.622013994302037
"153",0.603714632103706
"154",0.54509472612951
"155",0.570524963589144
"156",0.663764931100407
"157",0.579583016354059
"158",0.618480789668764
"159",0.482084009122129
"160",0.566510417013369
"161",0.578822564969082
"162",0.641144970241953
"163",0.609284797304924
"164",0.547858268689006
"165",0.528478913030457
"166",0.566137703280011
"167",0.537603624543963
"168",0.520978679465227
"169",0.58748382277366
"170",0.645384866700303
"171",0.593480592751843
"172",0.549339497026876
"173",0.737302193171728
"174",0.632998912618405
"175",0.581063894346603
"176",0.563780072093998
"177",0.443801844456932
"178",0.678374838201036
"179",0.580906096761514
"180",0.578119438051058
"181",0.584528824932005
"182",0.612865347725152
"183",0.620380203804964
"184",0.612817287080374
"185",0.62102947937995
"186",0.605975893919955
"187",0.64582872732957
"188",0.525423012597568
"189",0.544696315425387
"190",0.645617096409988
"191",0.460844506697133
"192",0.529023811651223
"193",0.561374984676389
"194",0.628248721279189
"195",0.672389798407288
"196",0.562785052364946
"197",0.591703903413222
"198",0.666891840505724
"199",0.564708044279464
"200",0.462940836514551
"201",0.558549175467896
"202",0.62695006657624
"203",0.626074358922968
"204",0.645923529983404
"205",0.517008437210591
"206",0.528741306629495
"207",0.60026336159694
"208",NA
"209",0.638707409760647
"210",0.618134858077134
"211",0.652300445271912
"212",0.54310084531549
"213",0.561309520438621
"214",0.588282140201228
"215",0.608225222772081
"216",NA
"217",0.712746493053437
"218",0.558563614778633
"219",0.601340361337598
"220",0.529477197955586
"221",0.561935614694309
"222",0.6217097209044
"223",0.59323240534729
"224",0.57747924768718
"225",0.601131880691276
"226",0.592730153434447
"227",0.467422508647018
"228",0.619001958876045
"229",0.567825117878886
"230",0.628946933402209
"231",0.591456269037943
"232",0.516639717262798
"233",0.508948810855876
"234",0.59950355649102
"235",0.565888398640326
"236",0.507537022467044
"237",0.626064299360851
"238",0.587337927934381
"239",0.542030092149629
"240",NA
"241",0.687954465373646
"242",0.686134885461275
"243",0.568873396744248
"244",0.571713667835013
"245",0.549533013350195
"246",0.655468353723019
"247",0.562887603140004
"248",0.584926007694652
"249",0.597100422213942
"250",0.531296374774637
"251",0.622815358072972
"252",0.539636149123394
"253",0.606095715871965
"254",0.609621324465904
"255",0.566202063169546
"256",0.54960419950651
"257",0.577726993253078
"258",0.614279837575815
"259",0.559103638895123
"260",0.676998793951361
"261",0.566595185865323
"262",0.645515778501251
"263",0.635149060776731
"264",0.528173556167623
"265",0.592196493645002
"266",0.514198308600114
"267",0.5710514618854
"268",0.556980591657768
"269",0.553863574901401
"270",0.613398960350484
"271",0.615421370543217
"272",0.583730474265376
"273",0.541249759308111
"274",0.505193734123162
"275",0.657568046363469
"276",0.619667712121699
"277",NA
"278",0.614014292936783
