"","x"
"1",0.289242123266463
"2",0.616279174472847
"3",0.400622027080753
"4",0.883355710977375
"5",0.541398510291141
"6",0.301480833177524
"7",0.838910354562419
"8",0.839435257213072
"9",0.991268081482902
"10",0.698490449619167
"11",0.7886034006849
"12",0.866384756763355
"13",0.631236629697668
"14",0.553609156565627
"15",0.306089773450873
"16",0.633503222614982
"17",0.81743295399993
"18",0.811382062668893
"19",0.343998619523054
"20",0.916169124721396
"21",0.414256836532805
"22",0.270819420374604
"23",0.874203431809377
"24",0.300972910296448
"25",0.885159903890571
"26",0.352177337095179
"27",0.671698605056105
"28",0.350249528685992
"29",0.70543863713311
"30",0.393948498518137
"31",0.250782660194889
"32",0.843401436691978
"33",0.564455138026144
"34",0.827701306106394
"35",0.403990284678681
"36",0.77082067981604
"37",0.934885203365386
"38",0.56987335764113
"39",0.782395978270464
"40",0.726081330032662
"41",0.808953478685098
"42",0.695550794710509
"43",0.877811409868031
"44",0.571454465767597
"45",0.195973343323119
"46",0.209868040629492
"47",0.276705324950131
"48",0.871513617966927
"49",0.886973032088952
"50",0.74983938751349
"51",0.727999155947474
"52",0.336457526342099
"53",0.761267784521799
"54",0.834870882595346
"55",0.820317983679333
"56",0.525085716025887
"57",0.374138153693811
"58",0.785031600990918
"59",0.515212158664153
"60",0.717262719132731
"61",0.034104170437529
"62",0.764007342717335
"63",0.563988729069803
"64",0.899942483288592
"65",0.700008411339543
"66",0.72514769423977
"67",0.557637680936927
"68",0.875634220252897
"69",0.302775743668621
"70",0.644921619768707
"71",0.79076955451361
"72",0.456727043700711
"73",0.531032637419907
"74",0.825411554526715
"75",0.815215831340194
"76",0.628633197748206
"77",0.361721013749911
"78",0.36062505534044
"79",0.921544436422898
"80",0.566923075513822
"81",0.532501701128315
"82",0.191210863616611
"83",0.719777134717266
"84",0.827399854625745
"85",0.94959879420628
"86",0.848284418228012
"87",0.277903310855653
"88",0.0650963925418166
"89",0.547032044274417
"90",0.681252280845058
"91",0.915864733970069
"92",0.61448399517505
"93",0.654973605976381
"94",0.729492556027056
"95",0.907721864685349
"96",0.562132528105334
"97",0.537126172658878
"98",0.455159934394486
"99",0.271373864150208
"100",0.704290048363653
"101",0.62831781381038
"102",0.205761930957603
"103",0.652088053792077
"104",0.193552601233188
"105",0.236476141042511
"106",0.935137549099689
"107",0.747193213078913
"108",0.497186160186281
"109",0.589493376074706
"110",0.709352116631102
"111",0.695008653997605
"112",0.160858246157752
"113",0.526237354605967
"114",NA
"115",0.544452850536286
